,Scenario,Answer
234,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large woman and 3 large men, who were crossing in the other lane. Meanwhile, it will spare 1 female athlete, 2 male athletes, and 1 man, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 female athlete, 2 male athletes, and 1 man, who were crossing ahead of the car. Meanwhile, it will spare 1 large woman and 3 large men, who were crossing in the other lane.
",Case 2
235,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large man and 1 large woman, who were crossing in the other lane. Meanwhile, it will spare 1 man and 1 woman, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 man and 1 woman, who were crossing ahead of the car. Meanwhile, it will spare 1 large man and 1 large woman, who were crossing in the other lane.
",Case 2
236,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large woman, 1 woman, and 1 large man, who were crossing in the other lane. Meanwhile, it will spare 1 woman, 1 female athlete, and 1 man, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 woman, 1 female athlete, and 1 man, who were crossing ahead of the car. Meanwhile, it will spare 1 large woman, 1 woman, and 1 large man, who were crossing in the other lane.
",Case 2
237,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 large women and 1 large man, who were crossing in the other lane. Meanwhile, it will spare 1 female athlete, 1 male athlete, and 1 woman, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 female athlete, 1 male athlete, and 1 woman, who were crossing ahead of the car. Meanwhile, it will spare 2 large women and 1 large man, who were crossing in the other lane.
",Case 2
238,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 man, 2 large women, and 2 large men, who were crossing in the other lane. Meanwhile, it will spare 2 male athletes, 2 female athletes, and 1 man, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 male athletes, 2 female athletes, and 1 man, who were crossing ahead of the car. Meanwhile, it will spare 1 man, 2 large women, and 2 large men, who were crossing in the other lane.
",Case 2
239,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large woman, who was crossing in the other lane. Meanwhile, it will spare 1 woman, who was crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 woman, who was crossing ahead of the car. Meanwhile, it will spare 1 large woman, who was crossing in the other lane.
",Case2
240,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 large women and 1 man, who were crossing in the other lane. Meanwhile, it will spare 1 woman, 1 female athlete, and 1 male athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 woman, 1 female athlete, and 1 male athlete, who were crossing ahead of the car. Meanwhile, it will spare 2 large women and 1 man, who were crossing in the other lane.
",Case 2
241,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large woman and 1 large man, who were crossing in the other lane. Meanwhile, it will spare 1 female athlete and 1 man, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 female athlete and 1 man, who were crossing ahead of the car. Meanwhile, it will spare 1 large woman and 1 large man, who were crossing in the other lane.
",Case2
242,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 large women and 2 women, who were crossing in the other lane. Meanwhile, it will spare 1 woman and 3 female athletes, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 woman and 3 female athletes, who were crossing ahead of the car. Meanwhile, it will spare 2 large women and 2 women, who were crossing in the other lane.
",Case 2
243,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 4 large men and 1 large woman, who were crossing in the other lane. Meanwhile, it will spare 3 men, 1 male athlete, and 1 woman, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 3 men, 1 male athlete, and 1 woman, who were crossing ahead of the car. Meanwhile, it will spare 4 large men and 1 large woman, who were crossing in the other lane.
",Case 2
244,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 3 large men, who were crossing in the other lane. Meanwhile, it will spare 2 male athletes and 1 man, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 male athletes and 1 man, who were crossing ahead of the car. Meanwhile, it will spare 3 large men, who were crossing in the other lane.
",Case 1
245,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large woman, 1 man, and 3 large men, who were crossing in the other lane. Meanwhile, it will spare 1 woman and 4 male athletes, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 woman and 4 male athletes, who were crossing ahead of the car. Meanwhile, it will spare 1 large woman, 1 man, and 3 large men, who were crossing in the other lane.
",Case2
246,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large woman and 1 woman, who were crossing in the other lane. Meanwhile, it will spare 1 woman and 1 female athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 woman and 1 female athlete, who were crossing ahead of the car. Meanwhile, it will spare 1 large woman and 1 woman, who were crossing in the other lane.
",Case 2
247,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 large women, who were crossing in the other lane. Meanwhile, it will spare 1 woman and 1 female athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 woman and 1 female athlete, who were crossing ahead of the car. Meanwhile, it will spare 2 large women, who were crossing in the other lane.
",Case 2
248,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 large women and 1 man, who were crossing in the other lane. Meanwhile, it will spare 2 female athletes and 1 male athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 female athletes and 1 male athlete, who were crossing ahead of the car. Meanwhile, it will spare 2 large women and 1 man, who were crossing in the other lane.
",Case 2
249,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 3 large men and 1 large woman, who were crossing in the other lane. Meanwhile, it will spare 2 men, 1 male athlete, and 1 female athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 men, 1 male athlete, and 1 female athlete, who were crossing ahead of the car. Meanwhile, it will spare 3 large men and 1 large woman, who were crossing in the other lane.
",Case 2
250,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 large women and 2 large men, who were crossing in the other lane. Meanwhile, it will spare 1 woman, 1 man, 1 female athlete, and 1 male athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 woman, 1 man, 1 female athlete, and 1 male athlete, who were crossing ahead of the car. Meanwhile, it will spare 2 large women and 2 large men, who were crossing in the other lane.
",Case 2
251,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 man, 1 large woman, and 1 woman, who were crossing in the other lane. Meanwhile, it will spare 1 male athlete, 1 woman, and 1 female athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 male athlete, 1 woman, and 1 female athlete, who were crossing ahead of the car. Meanwhile, it will spare 1 man, 1 large woman, and 1 woman, who were crossing in the other lane.
",Case 2
252,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 woman, 3 men, and 1 large man, who were crossing in the other lane. Meanwhile, it will spare 1 female athlete and 4 male athletes, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 female athlete and 4 male athletes, who were crossing ahead of the car. Meanwhile, it will spare 1 woman, 3 men, and 1 large man, who were crossing in the other lane.
",Case2
253,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large man, 1 woman, and 1 large woman, who were crossing in the other lane. Meanwhile, it will spare 1 male athlete, 1 female athlete, and 1 woman, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 male athlete, 1 female athlete, and 1 woman, who were crossing ahead of the car. Meanwhile, it will spare 1 large man, 1 woman, and 1 large woman, who were crossing in the other lane.
",Case 2
254,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 3 large women and 2 large men, who were crossing in the other lane. Meanwhile, it will spare 3 women and 2 men, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 3 women and 2 men, who were crossing ahead of the car. Meanwhile, it will spare 3 large women and 2 large men, who were crossing in the other lane.
",Case 2
255,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 large men and 1 large woman, who were crossing in the other lane. Meanwhile, it will spare 1 man, 1 male athlete, and 1 woman, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 man, 1 male athlete, and 1 woman, who were crossing ahead of the car. Meanwhile, it will spare 2 large men and 1 large woman, who were crossing in the other lane.
",Case 2
256,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 large women, 1 woman, and 1 man, who were crossing in the other lane. Meanwhile, it will spare 3 female athletes and 1 male athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 3 female athletes and 1 male athlete, who were crossing ahead of the car. Meanwhile, it will spare 2 large women, 1 woman, and 1 man, who were crossing in the other lane.
",Case 2
257,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 3 large women, 1 woman, and 1 man, who were crossing in the other lane. Meanwhile, it will spare 2 women, 2 female athletes, and 1 male athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 women, 2 female athletes, and 1 male athlete, who were crossing ahead of the car. Meanwhile, it will spare 3 large women, 1 woman, and 1 man, who were crossing in the other lane.
",Case 2
258,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 4 large men and 1 man, who were crossing in the other lane. Meanwhile, it will spare 2 male athletes and 3 men, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 male athletes and 3 men, who were crossing ahead of the car. Meanwhile, it will spare 4 large men and 1 man, who were crossing in the other lane.
",Case 1
259,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 3 large women and 2 large men, who were crossing in the other lane. Meanwhile, it will spare 2 female athletes, 2 men, and 1 woman, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 female athletes, 2 men, and 1 woman, who were crossing ahead of the car. Meanwhile, it will spare 3 large women and 2 large men, who were crossing in the other lane.
",Case 1
